Date,YSB,Temp,RH,RF
01-12-2021,3,21.1,66.5,0
02-12-2021,2,21,69.5,0
03-12-2021,0,21.8,74,0
04-12-2021,0,19.9,92.5,5.2
05-12-2021,0,20,97,10.8
06-12-2021,0,24.4,87.5,29.6
07-12-2021,0,23.75,79.5,0
08-12-2021,0,23.3,84,0
09-12-2021,0,22.3,88,0
10-12-2021,0,24.25,72.5,2
11-12-2021,0,24,71,0
12-12-2021,0,23.4,68,0
13-12-2021,0,22.35,69,0
14-12-2021,0,21.75,70,0
15-12-2021,0,20.6,76.5,0
16-12-2021,0,21,72.5,0
17-12-2021,0,19.1,78.5,0
18-12-2021,0,19.75,68,0
19-12-2021,0,20.3,68,0
20-12-2021,0,20.55,75,0
21-12-2021,0,18,59.5,0
22-12-2021,0,18.5,66,0
23-12-2021,0,19.2,67,0
24-12-2021,0,20.2,68.5,0
25-12-2021,0,20.45,78,0
26-12-2021,0,22.4,79.5,0
27-12-2021,2,23.1,78,0
28-12-2021,4,23.1,77,0
29-12-2021,3,22.3,79,0
30-12-2021,0,22.3,68.5,0
31-12-2021,0,20.7,77.5,0
01-01-2022,0,20.3,79.5,0
02-01-2022,1,19.6,70,0
03-01-2022,1,19.9,65.5,0
04-01-2022,0,19.15,69,0
05-01-2022,1,20.6,72,0
06-01-2022,1,20.65,65.5,0
07-01-2022,0,20.6,74.5,0
08-01-2022,1,20.4,74.5,0
09-01-2022,2,21.6,68.5,0
10-01-2022,1,21.4,74.5,0
11-01-2022,0,22.2,74.5,0
12-01-2022,2,18.6,95,7.6
13-01-2022,2,20.65,88.5,12.8
14-01-2022,1,20.9,88.5,2.5
15-01-2022,0,20.7,71,0
16-01-2022,1,20.85,75.5,0
17-01-2022,2,18.8,71.5,0
18-01-2022,1,18.2,69,0
19-01-2022,1,19.5,73,0
20-01-2022,1,20.1,75,0
21-01-2022,1,22.5,79.5,0
22-01-2022,1,24,71.5,0
23-01-2022,1,21.55,76,0
24-01-2022,0,22.1,85.5,16.2
25-01-2022,1,21.35,89,0
26-01-2022,0,22.9,74.5,0
27-01-2022,1,20.2,76.5,0
28-01-2022,0,18.7,71,0
29-01-2022,2,18.8,62,0
30-01-2022,0,19.1,72,0
31-01-2022,0,21.1,67.5,0
01-02-2022,1,22,65,0
02-02-2022,2,23.8,68.5,0
03-02-2022,6,24.3,75.5,0
04-02-2022,4,24.5,75.5,0
05-02-2022,3,21.7,52.5,0
06-02-2022,0,19.5,65,3.6
07-02-2022,4,21.5,69,0
08-02-2022,3,22.65,63,0
09-02-2022,16,24.4,69.5,0
10-02-2022,19,24,72,0
11-02-2022,8,23.2,77.5,0
12-02-2022,0,24.75,68.5,0
13-02-2022,0,24.5,63.5,0
14-02-2022,0,23.35,64,0
15-02-2022,2,23.8,61,0
16-02-2022,3,23.5,65,0
17-02-2022,7,22.65,90.5,0
18-02-2022,7,22.8,80.5,0
19-02-2022,7,22.9,78,0
20-02-2022,0,23.15,89,0
21-02-2022,8,22.9,81,0
22-02-2022,7,23.1,93.5,0
23-02-2022,8,24.6,77,0
24-02-2022,3,26,75,0
25-02-2022,2,26.1,96.5,0
26-02-2022,1,26.2,74.5,0
27-02-2022,0,27.5,80,0
28-02-2022,1,26.85,67.5,0
01-03-2022,0,27.2,69,0
02-03-2022,2,26.5,66,0
03-03-2022,2,27.15,71,0
04-03-2022,0,27,71.5,0
05-03-2022,1,28,71.5,0
06-03-2022,0,27.35,67,0
07-03-2022,3,28.1,75,0
08-03-2022,3,28.5,76,0
09-03-2022,5,28.5,77.5,0
10-03-2022,2,28.7,81,0
11-03-2022,4,28.5,64,0
12-03-2022,3,28.7,65,0
13-03-2022,0,30.05,69.5,0
14-03-2022,4,30,73,0
15-03-2022,3,28.9,67.5,0
16-03-2022,0,29.6,66.5,0
17-03-2022,0,29.6,67,0
18-03-2022,0,30.2,71,0
19-03-2022,0,29.5,72.5,0
20-03-2022,0,29.5,72,0
21-03-2022,0,29.5,74,0
22-03-2022,0,31.4,71,0
23-03-2022,0,31.75,72,0
24-03-2022,0,31.2,75.5,0
25-03-2022,0,31.3,70,0
26-03-2022,0,26.6,70,0
27-03-2022,0,31.8,74,0
28-03-2022,0,31.6,72.5,0
29-03-2022,0,30.9,76,0
30-03-2022,0,30.4,79.5,0
31-03-2022,0,31,79,0
01-04-2022,3,30.55,78,0
02-04-2022,1,30.25,84,0
03-04-2022,5,31,83.5,0
04-04-2022,0,30.25,78.5,0
05-04-2022,3,30.65,81,0
06-04-2022,2,30.4,78.5,0
07-04-2022,5,30.65,78,0
08-04-2022,3,30.4,78.5,0
09-04-2022,4,30.75,78,0
10-04-2022,6,31.25,76.5,0
11-04-2022,4,31.1,76.5,0
12-04-2022,4,31.4,79,0
13-04-2022,4,32.1,73.5,0
14-04-2022,0,31.5,76.5,0
15-04-2022,4,32.25,76,0
16-04-2022,5,32.75,78.5,0
17-04-2022,3,32,77,0
18-04-2022,5,32.5,76,0
19-04-2022,5,32.5,75.5,0
20-04-2022,3,32.15,74,0
21-04-2022,2,32.35,73.5,0
22-04-2022,3,32.75,72.5,0
23-04-2022,5,32.8,71.5,0
24-04-2022,6,33.5,70,0
25-04-2022,4,34.35,69,0
26-04-2022,5,33.45,70,0
27-04-2022,6,33.5,70,0
28-04-2022,5,32.85,68.5,0
29-04-2022,4,33.85,69,0
30-04-2022,3,32.2,76.5,0
